add,"add	w0, w0, 1","addiw	x10, x10, 1"
str,"str	w0, [x29, 76]","sw	x10, 76(x8)"
ldr,"ldr	w0, [x29, 68]","lw	x10, 68(x8)"
add,"add	w0, w0, 1","addiw	x10, x10, 1"
str,"str	w0, [x29, 68]","sw	x10, 68(x8)"
ldr,"ldr	w1, [x29, 76]","lw	x11, 76(x8)"
ldr,"ldr	w0, [x29, 80]","lw	x10, 80(x8)"
cmp,"cmp	w1, w0","sub	x25, x11, x10"
blt,blt	.L12,"blt	x25, x0, .L12"
b,b	.L13,j	.L13
ldrsw,"ldrsw	x0, [x29, 68]","lw	x10, 68(x8)"
lsl,"lsl	x0, x0, 2","slli	x10, x10, 2"
ldr,"ldr	x1, [x29, 56]","ld	x11, 56(x8)"
add,"add	x0, x1, x0","add	x10, x11, x10"
ldr,"ldr	x1, [x29, 112]","ld	x11, 112(x8)"
ldrsw,"ldrsw	x2, [x29, 72]","lw	x12, 72(x8)"
ldr,"ldr	w1, [x1, x2, lsl 2]","slli	x26, x12, 2"
ldr,"ldr	w1, [x1, x2, lsl 2]","add	x26, x26, x11 # converting offset register to addlw	x11, 0(x26)"
str,"str	w1, [x0]","sw	x11, 0(x10)"
ldr,"ldr	w0, [x29, 72]","lw	x10, 72(x8)"
add,"add	w0, w0, 1","addiw	x10, x10, 1"
str,"str	w0, [x29, 72]","sw	x10, 72(x8)"
ldr,"ldr	w0, [x29, 68]","lw	x10, 68(x8)"
add,"add	w0, w0, 1","addiw	x10, x10, 1"
str,"str	w0, [x29, 68]","sw	x10, 68(x8)"
ldr,"ldr	w1, [x29, 72]","lw	x11, 72(x8)"
ldr,"ldr	w0, [x29, 84]","lw	x10, 84(x8)"
cmp,"cmp	w1, w0","sub	x25, x11, x10"
blt,blt	.L14,"blt	x25, x0, .L14"
mov,"mov	sp, x3","mv	sp, x13"
nop,nop,nop
adrp,"adrp	x0, :got:__stack_chk_guard","lui	x10, %hi(__stack_chk_guard)"
ldr,"ldr	x0, [x0, :got_lo12:__stack_chk_guard]","add	x10, x10, %lo(__stack_chk_guard) # load from GOT -> ADD!"
ldr,"ldr	x1, [x29, 120]","ld	x11, 120(x8)"
ldr,"ldr	x0, [x0]","ld	x10, 0(x10)"
eor,"eor	x0, x1, x0","xor	x10, x11, x10"
cmp,"cmp	x0, 0","addi	x25, x10, 0"
beq,beq	.L15,"beq	x25, x0, .L15"
bl,bl	__stack_chk_fail,call	__stack_chk_fail
add,"add	sp, x29, 0","addi	sp, x8, 0"
ldr,"ldr	x19, [sp, 16]","ld	x18, 16(sp)"
ldp,"ldp	x29, x30, [sp], 128","ld	x8, 0(sp)ld	ra, 8(sp)addi	sp, sp, 128 # writeback"
ret,ret,ret
stp,"stp	x29, x30, [sp, -48]!","sd	x8, -48(sp)sd	ra, -40(sp)addi	sp, sp, -48 # writeback"
add,"add	x29, sp, 0","addi	x8, sp, 0"
str,"str	x0, [x29, 24]","sd	x10, 24(x8)"
str,"str	w1, [x29, 20]","sw	x11, 20(x8)"
str,"str	w2, [x29, 16]","sw	x12, 16(x8)"
ldr,"ldr	w1, [x29, 20]","lw	x11, 20(x8)"
ldr,"ldr	w0, [x29, 16]","lw	x10, 16(x8)"
cmp,"cmp	w1, w0","sub	x25, x11, x10"
bge,bge	.L18,"bge	x25, x0, .L18"
ldr,"ldr	w1, [x29, 16]","lw	x11, 16(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
sub,"sub	w0, w1, w0","subw	x10, x11, x10"
lsr,"lsr	w1, w0, 31","srliw	x11, x10, 31"
add,"add	w0, w1, w0","addw	x10, x11, x10"
asr,"asr	w0, w0, 1","sraiw	x10, x10, 1"
mov,"mov	w1, w0","mv	x11, x10"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
add,"add	w0, w0, w1","addw	x10, x10, x11"
str,"str	w0, [x29, 44]","sw	x10, 44(x8)"
ldr,"ldr	w2, [x29, 44]","lw	x12, 44(x8)"
ldr,"ldr	w1, [x29, 20]","lw	x11, 20(x8)"
ldr,"ldr	x0, [x29, 24]","ld	x10, 24(x8)"
bl,bl	mergeSort,call	mergeSort
ldr,"ldr	w0, [x29, 44]","lw	x10, 44(x8)"
add,"add	w0, w0, 1","addiw	x10, x10, 1"
ldr,"ldr	w2, [x29, 16]","lw	x12, 16(x8)"
mov,"mov	w1, w0","mv	x11, x10"
ldr,"ldr	x0, [x29, 24]","ld	x10, 24(x8)"
bl,bl	mergeSort,call	mergeSort
ldr,"ldr	w3, [x29, 16]","lw	x13, 16(x8)"
ldr,"ldr	w2, [x29, 44]","lw	x12, 44(x8)"
ldr,"ldr	w1, [x29, 20]","lw	x11, 20(x8)"
ldr,"ldr	x0, [x29, 24]","ld	x10, 24(x8)"
bl,bl	merge,call	merge
nop,nop,nop
ldp,"ldp	x29, x30, [sp], 48","ld	x8, 0(sp)ld	ra, 8(sp)addi	sp, sp, 48 # writeback"
ret,ret,ret
stp,"stp	x29, x30, [sp, -48]!","sd	x8, -48(sp)sd	ra, -40(sp)addi	sp, sp, -48 # writeback"
add,"add	x29, sp, 0","addi	x8, sp, 0"
str,"str	x0, [x29, 24]","sd	x10, 24(x8)"
str,"str	w1, [x29, 20]","sw	x11, 20(x8)"
str,"str	wzr, [x29, 44]","sw	x0, 44(x8)"
b,b	.L20,j	.L20
ldrsw,"ldrsw	x0, [x29, 44]","lw	x10, 44(x8)"
lsl,"lsl	x0, x0, 2","slli	x10, x10, 2"
ldr,"ldr	x1, [x29, 24]","ld	x11, 24(x8)"
add,"add	x0, x1, x0","add	x10, x11, x10"
ldr,"ldr	w1, [x0]","lw	x11, 0(x10)"
adrp,"adrp	x0, .LC0","lui	x10, %hi(.LC0)"
add,"add	x0, x0, :lo12:.LC0","add	x10, x10, %lo(.LC0)"
bl,bl	printf,call	printf
ldr,"ldr	w0, [x29, 44]","lw	x10, 44(x8)"
add,"add	w0, w0, 1","addiw	x10, x10, 1"
str,"str	w0, [x29, 44]","sw	x10, 44(x8)"
ldr,"ldr	w1, [x29, 44]","lw	x11, 44(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
cmp,"cmp	w1, w0","sub	x25, x11, x10"
blt,blt	.L21,"blt	x25, x0, .L21"
mov,"mov	w0, 10","li	x10, 10"
bl,bl	putchar,call	putchar
nop,nop,nop
ldp,"ldp	x29, x30, [sp], 48","ld	x8, 0(sp)ld	ra, 8(sp)addi	sp, sp, 48 # writeback"
ret,ret,ret
mov,"mov	x16, 40032","li	x27, 40032"
sub,"sub	sp, sp, x16","sub	sp, sp, x27"
stp,"stp	x29, x30, [sp]","sd	x8, 0(sp)sd	ra, 8(sp)"
add,"add	x29, sp, 0","addi	x8, sp, 0"
adrp,"adrp	x0, :got:__stack_chk_guard","lui	x10, %hi(__stack_chk_guard)"
ldr,"ldr	x0, [x0, :got_lo12:__stack_chk_guard]","add	x10, x10, %lo(__stack_chk_guard) # load from GOT -> ADD!"
add,"add	x1, x29, 32768","li	x26, 32768 # synthesis of oversized immediateadd	x11, x8, x26"
ldr,"ldr	x2, [x0]","ld	x12, 0(x10)"
str,"str	x2, [x1, 7256]","li	x26, 7256 # synthesis of oversized immediateadd	x26, x26, x11 # converting offset register to addsd	x12, 0(x26)"
mov,"mov	x2,0","li	x12, 0"
mov,"mov	w0, 1234","li	x10, 1234"
bl,bl	srand,call	srand
str,"str	wzr, [x29, 16]","sw	x0, 16(x8)"
b,b	.L23,j	.L23
bl,bl	random,call	random
mov,"mov	w2, w0","mv	x12, x10"
ldrsw,"ldrsw	x0, [x29, 16]","lw	x10, 16(x8)"
lsl,"lsl	x0, x0, 2","slli	x10, x10, 2"
add,"add	x1, x29, 24","addi	x11, x8, 24"
str,"str	w2, [x1, x0]","add	x26, x10, x11 # converting offset register to addsw	x12, 0(x26)"
ldr,"ldr	w0, [x29, 16]","lw	x10, 16(x8)"
add,"add	w0, w0, 1","addiw	x10, x10, 1"
str,"str	w0, [x29, 16]","sw	x10, 16(x8)"
ldr,"ldr	w1, [x29, 16]","lw	x11, 16(x8)"
mov,"mov	w0, 9999","li	x10, 9999"
cmp,"cmp	w1, w0","sub	x25, x11, x10"
ble,ble	.L24,"ble	x25, x0, .L24"
mov,"mov	w0, 10000","li	x10, 10000"
str,"str	w0, [x29, 20]","sw	x10, 20(x8)"
adrp,"adrp	x0, .LC1","lui	x10, %hi(.LC1)"
add,"add	x0, x0, :lo12:.LC1","add	x10, x10, %lo(.LC1)"
bl,bl	puts,call	puts
add,"add	x0, x29, 24","addi	x10, x8, 24"
ldr,"ldr	w1, [x29, 20]","lw	x11, 20(x8)"
bl,bl	printArray,call	printArray
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
sub,"sub	w1, w0, 1","addiw	x11, x10, -1"
add,"add	x0, x29, 24","addi	x10, x8, 24"
mov,"mov	w2, w1","mv	x12, x11"
mov,"mov	w1, 0","li	x11, 0"
bl,bl	mergeSort,call	mergeSort
adrp,"adrp	x0, .LC2","lui	x10, %hi(.LC2)"
add,"add	x0, x0, :lo12:.LC2","add	x10, x10, %lo(.LC2)"
bl,bl	puts,call	puts
add,"add	x0, x29, 24","addi	x10, x8, 24"
ldr,"ldr	w1, [x29, 20]","lw	x11, 20(x8)"
bl,bl	printArray,call	printArray
mov,"mov	w0, 0","li	x10, 0"
adrp,"adrp	x1, :got:__stack_chk_guard","lui	x11, %hi(__stack_chk_guard)"
ldr,"ldr	x1, [x1, :got_lo12:__stack_chk_guard]","add	x11, x11, %lo(__stack_chk_guard) # load from GOT -> ADD!"
add,"add	x2, x29, 32768","li	x26, 32768 # synthesis of oversized immediateadd	x12, x8, x26"
ldr,"ldr	x3, [x2, 7256]","li	x26, 7256 # synthesis of oversized immediateadd	x26, x26, x12 # converting offset register to addld	x13, 0(x26)"
ldr,"ldr	x1, [x1]","ld	x11, 0(x11)"
eor,"eor	x1, x3, x1","xor	x11, x13, x11"
cmp,"cmp	x1, 0","addi	x25, x11, 0"
beq,beq	.L26,"beq	x25, x0, .L26"
bl,bl	__stack_chk_fail,call	__stack_chk_fail
ldp,"ldp	x29, x30, [sp]","ld	x8, 0(sp)ld	ra, 8(sp)"
mov,"mov	x16, 40032","li	x27, 40032"
add,"add	sp, sp, x16","add	sp, sp, x27"
ret,ret,ret
mov,"mov	x16, 20048","li	x27, 20048"
sub,"sub	sp, sp, x16","sub	sp, sp, x27"
stp,"stp	x29, x30, [sp]","sd	x8, 0(sp)sd	ra, 8(sp)"
add,"add	x29, sp, 0","addi	x8, sp, 0"
adrp,"adrp	x0, :got:__stack_chk_guard","lui	x10, %hi(__stack_chk_guard)"
ldr,"ldr	x0, [x0, :got_lo12:__stack_chk_guard]","add	x10, x10, %lo(__stack_chk_guard) # load from GOT -> ADD!"
ldr,"ldr	x1, [x0]","ld	x11, 0(x10)"
str,"str	x1, [x29, 20040]","li	x26, 20040 # synthesis of oversized immediateadd	x26, x26, x8 # converting offset register to addsd	x11, 0(x26)"
mov,"mov	x1,0","li	x11, 0"
add,"add	x0, x29, 32","addi	x10, x8, 32"
mov,"mov	x1, 20002","li	x11, 20002"
mov,"mov	x2, x1","mv	x12, x11"
mov,"mov	w1, 0","li	x11, 0"
bl,bl	memset,call	memset
mov,"mov	w0, 2","li	x10, 2"
str,"str	w0, [x29, 20]","sw	x10, 20(x8)"
b,b	.L2,j	.L2
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
lsl,"lsl	w0, w0, 1","slliw	x10, x10, 1"
str,"str	w0, [x29, 24]","sw	x10, 24(x8)"
b,b	.L3,j	.L3
ldrsw,"ldrsw	x0, [x29, 24]","lw	x10, 24(x8)"
lsl,"lsl	x0, x0, 1","slli	x10, x10, 1"
add,"add	x1, x29, 32","addi	x11, x8, 32"
mov,"mov	w2, 1","li	x12, 1"
strh,"strh	w2, [x1, x0]","add	x26, x10, x11 # converting offset register to addsh	x12, 0(x26)"
ldr,"ldr	w1, [x29, 24]","lw	x11, 24(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
add,"add	w0, w1, w0","addw	x10, x11, x10"
str,"str	w0, [x29, 24]","sw	x10, 24(x8)"
ldr,"ldr	w1, [x29, 24]","lw	x11, 24(x8)"
mov,"mov	w0, 10000","li	x10, 10000"
cmp,"cmp	w1, w0","sub	x25, x11, x10"
ble,ble	.L4,"ble	x25, x0, .L4"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
add,"add	w0, w0, 1","addiw	x10, x10, 1"
str,"str	w0, [x29, 20]","sw	x10, 20(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
cmp,"cmp	w0, 100","addi	x25, x10, -100"
ble,ble	.L5,"ble	x25, x0, .L5"
adrp,"adrp	x0, .LC0","lui	x10, %hi(.LC0)"
add,"add	x0, x0, :lo12:.LC0","add	x10, x10, %lo(.LC0)"
mov,"mov	w1, 10000","li	x11, 10000"
bl,bl	printf,call	printf
mov,"mov	w0, 2","li	x10, 2"
str,"str	w0, [x29, 28]","sw	x10, 28(x8)"
b,b	.L6,j	.L6
ldrsw,"ldrsw	x0, [x29, 28]","lw	x10, 28(x8)"
lsl,"lsl	x0, x0, 1","slli	x10, x10, 1"
add,"add	x1, x29, 32","addi	x11, x8, 32"
ldrsh,"ldrsh	w0, [x1, x0]","add	x26, x10, x11 # converting offset register to addlh	x10, 0(x26)"
cmp,"cmp	w0, 0","addi	x25, x10, 0"
bne,bne	.L7,"bne	x25, x0, .L7"
adrp,"adrp	x0, .LC1","lui	x10, %hi(.LC1)"
add,"add	x0, x0, :lo12:.LC1","add	x10, x10, %lo(.LC1)"
ldr,"ldr	w1, [x29, 28]","lw	x11, 28(x8)"
bl,bl	printf,call	printf
ldr,"ldr	w0, [x29, 28]","lw	x10, 28(x8)"
add,"add	w0, w0, 1","addiw	x10, x10, 1"
str,"str	w0, [x29, 28]","sw	x10, 28(x8)"
ldr,"ldr	w1, [x29, 28]","lw	x11, 28(x8)"
mov,"mov	w0, 10000","li	x10, 10000"
cmp,"cmp	w1, w0","sub	x25, x11, x10"
ble,ble	.L8,"ble	x25, x0, .L8"
mov,"mov	w0, 10","li	x10, 10"
bl,bl	putchar,call	putchar
mov,"mov	w0, 0","li	x10, 0"
adrp,"adrp	x1, :got:__stack_chk_guard","lui	x11, %hi(__stack_chk_guard)"
ldr,"ldr	x1, [x1, :got_lo12:__stack_chk_guard]","add	x11, x11, %lo(__stack_chk_guard) # load from GOT -> ADD!"
ldr,"ldr	x2, [x29, 20040]","li	x26, 20040 # synthesis of oversized immediateadd	x26, x26, x8 # converting offset register to addld	x12, 0(x26)"
ldr,"ldr	x1, [x1]","ld	x11, 0(x11)"
eor,"eor	x1, x2, x1","xor	x11, x12, x11"
cmp,"cmp	x1, 0","addi	x25, x11, 0"
beq,beq	.L10,"beq	x25, x0, .L10"
bl,bl	__stack_chk_fail,call	__stack_chk_fail
ldp,"ldp	x29, x30, [sp]","ld	x8, 0(sp)ld	ra, 8(sp)"
mov,"mov	x16, 20048","li	x27, 20048"
add,"add	sp, sp, x16","add	sp, sp, x27"
ret,ret,ret
stp,"stp	x29, x30, [sp, -32]!","sd	x8, -32(sp)sd	ra, -24(sp)addi	sp, sp, -32 # writeback"
add,"add	x29, sp, 0","addi	x8, sp, 0"
mov,"mov	w0, 99","li	x10, 99"
str,"str	w0, [x29, 16]","sw	x10, 16(x8)"
mov,"mov	w0, 10","li	x10, 10"
str,"str	w0, [x29, 20]","sw	x10, 20(x8)"
adrp,"adrp	x0, .LC0","lui	x10, %hi(.LC0)"
add,"add	x0, x0, :lo12:.LC0","add	x10, x10, %lo(.LC0)"
bl,bl	puts,call	puts
ldr,"ldr	w1, [x29, 16]","lw	x11, 16(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
add,"add	w1, w1, w0","addw	x11, x11, x10"
adrp,"adrp	x0, .LC1","lui	x10, %hi(.LC1)"
add,"add	x0, x0, :lo12:.LC1","add	x10, x10, %lo(.LC1)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 16]","lw	x11, 16(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
sub,"sub	w1, w1, w0","subw	x11, x11, x10"
adrp,"adrp	x0, .LC2","lui	x10, %hi(.LC2)"
add,"add	x0, x0, :lo12:.LC2","add	x10, x10, %lo(.LC2)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 16]","lw	x11, 16(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
mul,"mul	w1, w1, w0","mulw	x11, x11, x10"
adrp,"adrp	x0, .LC3","lui	x10, %hi(.LC3)"
add,"add	x0, x0, :lo12:.LC3","add	x10, x10, %lo(.LC3)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 16]","lw	x11, 16(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
sdiv,"sdiv	w1, w1, w0","divw	x11, x11, x10"
adrp,"adrp	x0, .LC4","lui	x10, %hi(.LC4)"
add,"add	x0, x0, :lo12:.LC4","add	x10, x10, %lo(.LC4)"
bl,bl	printf,call	printf
ldr,"ldr	w0, [x29, 16]","lw	x10, 16(x8)"
ldr,"ldr	w1, [x29, 20]","lw	x11, 20(x8)"
sdiv,"sdiv	w2, w0, w1","divw	x12, x10, x11"
ldr,"ldr	w1, [x29, 20]","lw	x11, 20(x8)"
mul,"mul	w1, w2, w1","mulw	x11, x12, x11"
sub,"sub	w1, w0, w1","subw	x11, x10, x11"
adrp,"adrp	x0, .LC5","lui	x10, %hi(.LC5)"
add,"add	x0, x0, :lo12:.LC5","add	x10, x10, %lo(.LC5)"
bl,bl	printf,call	printf
mov,"mov	w0, 99","li	x10, 99"
str,"str	w0, [x29, 24]","sw	x10, 24(x8)"
mov,"mov	w0, 10","li	x10, 10"
str,"str	w0, [x29, 28]","sw	x10, 28(x8)"
adrp,"adrp	x0, .LC6","lui	x10, %hi(.LC6)"
add,"add	x0, x0, :lo12:.LC6","add	x10, x10, %lo(.LC6)"
bl,bl	puts,call	puts
ldr,"ldr	w1, [x29, 24]","lw	x11, 24(x8)"
ldr,"ldr	w0, [x29, 28]","lw	x10, 28(x8)"
add,"add	w1, w1, w0","addw	x11, x11, x10"
adrp,"adrp	x0, .LC1","lui	x10, %hi(.LC1)"
add,"add	x0, x0, :lo12:.LC1","add	x10, x10, %lo(.LC1)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 24]","lw	x11, 24(x8)"
ldr,"ldr	w0, [x29, 28]","lw	x10, 28(x8)"
sub,"sub	w1, w1, w0","subw	x11, x11, x10"
adrp,"adrp	x0, .LC2","lui	x10, %hi(.LC2)"
add,"add	x0, x0, :lo12:.LC2","add	x10, x10, %lo(.LC2)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 24]","lw	x11, 24(x8)"
ldr,"ldr	w0, [x29, 28]","lw	x10, 28(x8)"
mul,"mul	w1, w1, w0","mulw	x11, x11, x10"
adrp,"adrp	x0, .LC3","lui	x10, %hi(.LC3)"
add,"add	x0, x0, :lo12:.LC3","add	x10, x10, %lo(.LC3)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 24]","lw	x11, 24(x8)"
ldr,"ldr	w0, [x29, 28]","lw	x10, 28(x8)"
udiv,"udiv	w1, w1, w0","divuw	x11, x11, x10"
adrp,"adrp	x0, .LC4","lui	x10, %hi(.LC4)"
add,"add	x0, x0, :lo12:.LC4","add	x10, x10, %lo(.LC4)"
bl,bl	printf,call	printf
ldr,"ldr	w0, [x29, 24]","lw	x10, 24(x8)"
ldr,"ldr	w1, [x29, 28]","lw	x11, 28(x8)"
udiv,"udiv	w2, w0, w1","divuw	x12, x10, x11"
ldr,"ldr	w1, [x29, 28]","lw	x11, 28(x8)"
mul,"mul	w1, w2, w1","mulw	x11, x12, x11"
sub,"sub	w1, w0, w1","subw	x11, x10, x11"
adrp,"adrp	x0, .LC5","lui	x10, %hi(.LC5)"
add,"add	x0, x0, :lo12:.LC5","add	x10, x10, %lo(.LC5)"
bl,bl	printf,call	printf
mov,"mov	w0, 0","li	x10, 0"
ldp,"ldp	x29, x30, [sp], 32","ld	x8, 0(sp)ld	ra, 8(sp)addi	sp, sp, 32 # writeback"
ret,ret,ret
stp,"stp	x29, x30, [sp, -64]!","sd	x8, -64(sp)sd	ra, -56(sp)addi	sp, sp, -64 # writeback"
add,"add	x29, sp, 0","addi	x8, sp, 0"
mov,"mov	w0, 99","li	x10, 99"
str,"str	w0, [x29, 16]","sw	x10, 16(x8)"
mov,"mov	w0, 10","li	x10, 10"
str,"str	w0, [x29, 20]","sw	x10, 20(x8)"
adrp,"adrp	x0, .LC0","lui	x10, %hi(.LC0)"
add,"add	x0, x0, :lo12:.LC0","add	x10, x10, %lo(.LC0)"
bl,bl	puts,call	puts
ldr,"ldr	w1, [x29, 16]","lw	x11, 16(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
add,"add	w1, w1, w0","addw	x11, x11, x10"
adrp,"adrp	x0, .LC1","lui	x10, %hi(.LC1)"
add,"add	x0, x0, :lo12:.LC1","add	x10, x10, %lo(.LC1)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 16]","lw	x11, 16(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
sub,"sub	w1, w1, w0","subw	x11, x11, x10"
adrp,"adrp	x0, .LC2","lui	x10, %hi(.LC2)"
add,"add	x0, x0, :lo12:.LC2","add	x10, x10, %lo(.LC2)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 16]","lw	x11, 16(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
mul,"mul	w1, w1, w0","mulw	x11, x11, x10"
adrp,"adrp	x0, .LC3","lui	x10, %hi(.LC3)"
add,"add	x0, x0, :lo12:.LC3","add	x10, x10, %lo(.LC3)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 16]","lw	x11, 16(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
sdiv,"sdiv	w1, w1, w0","divw	x11, x11, x10"
adrp,"adrp	x0, .LC4","lui	x10, %hi(.LC4)"
add,"add	x0, x0, :lo12:.LC4","add	x10, x10, %lo(.LC4)"
bl,bl	printf,call	printf
ldr,"ldr	w0, [x29, 16]","lw	x10, 16(x8)"
ldr,"ldr	w1, [x29, 20]","lw	x11, 20(x8)"
sdiv,"sdiv	w2, w0, w1","divw	x12, x10, x11"
ldr,"ldr	w1, [x29, 20]","lw	x11, 20(x8)"
mul,"mul	w1, w2, w1","mulw	x11, x12, x11"
sub,"sub	w1, w0, w1","subw	x11, x10, x11"
adrp,"adrp	x0, .LC5","lui	x10, %hi(.LC5)"
add,"add	x0, x0, :lo12:.LC5","add	x10, x10, %lo(.LC5)"
bl,bl	printf,call	printf
ldr,"ldr	w0, [x29, 16]","lw	x10, 16(x8)"
neg,"neg	w0, w0","sub	x10, x0, x10"
str,"str	w0, [x29, 16]","sw	x10, 16(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
neg,"neg	w0, w0","sub	x10, x0, x10"
str,"str	w0, [x29, 20]","sw	x10, 20(x8)"
adrp,"adrp	x0, .LC6","lui	x10, %hi(.LC6)"
add,"add	x0, x0, :lo12:.LC6","add	x10, x10, %lo(.LC6)"
bl,bl	puts,call	puts
ldr,"ldr	w1, [x29, 16]","lw	x11, 16(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
add,"add	w1, w1, w0","addw	x11, x11, x10"
adrp,"adrp	x0, .LC1","lui	x10, %hi(.LC1)"
add,"add	x0, x0, :lo12:.LC1","add	x10, x10, %lo(.LC1)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 16]","lw	x11, 16(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
sub,"sub	w1, w1, w0","subw	x11, x11, x10"
adrp,"adrp	x0, .LC2","lui	x10, %hi(.LC2)"
add,"add	x0, x0, :lo12:.LC2","add	x10, x10, %lo(.LC2)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 16]","lw	x11, 16(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
mul,"mul	w1, w1, w0","mulw	x11, x11, x10"
adrp,"adrp	x0, .LC3","lui	x10, %hi(.LC3)"
add,"add	x0, x0, :lo12:.LC3","add	x10, x10, %lo(.LC3)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 16]","lw	x11, 16(x8)"
ldr,"ldr	w0, [x29, 20]","lw	x10, 20(x8)"
sdiv,"sdiv	w1, w1, w0","divw	x11, x11, x10"
adrp,"adrp	x0, .LC4","lui	x10, %hi(.LC4)"
add,"add	x0, x0, :lo12:.LC4","add	x10, x10, %lo(.LC4)"
bl,bl	printf,call	printf
ldr,"ldr	w0, [x29, 16]","lw	x10, 16(x8)"
ldr,"ldr	w1, [x29, 20]","lw	x11, 20(x8)"
sdiv,"sdiv	w2, w0, w1","divw	x12, x10, x11"
ldr,"ldr	w1, [x29, 20]","lw	x11, 20(x8)"
mul,"mul	w1, w2, w1","mulw	x11, x12, x11"
sub,"sub	w1, w0, w1","subw	x11, x10, x11"
adrp,"adrp	x0, .LC5","lui	x10, %hi(.LC5)"
add,"add	x0, x0, :lo12:.LC5","add	x10, x10, %lo(.LC5)"
bl,bl	printf,call	printf
mov,"mov	w0, 99","li	x10, 99"
str,"str	w0, [x29, 24]","sw	x10, 24(x8)"
mov,"mov	w0, 10","li	x10, 10"
str,"str	w0, [x29, 28]","sw	x10, 28(x8)"
adrp,"adrp	x0, .LC7","lui	x10, %hi(.LC7)"
add,"add	x0, x0, :lo12:.LC7","add	x10, x10, %lo(.LC7)"
bl,bl	puts,call	puts
ldr,"ldr	w1, [x29, 24]","lw	x11, 24(x8)"
ldr,"ldr	w0, [x29, 28]","lw	x10, 28(x8)"
add,"add	w1, w1, w0","addw	x11, x11, x10"
adrp,"adrp	x0, .LC1","lui	x10, %hi(.LC1)"
add,"add	x0, x0, :lo12:.LC1","add	x10, x10, %lo(.LC1)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 24]","lw	x11, 24(x8)"
ldr,"ldr	w0, [x29, 28]","lw	x10, 28(x8)"
sub,"sub	w1, w1, w0","subw	x11, x11, x10"
adrp,"adrp	x0, .LC2","lui	x10, %hi(.LC2)"
add,"add	x0, x0, :lo12:.LC2","add	x10, x10, %lo(.LC2)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 24]","lw	x11, 24(x8)"
ldr,"ldr	w0, [x29, 28]","lw	x10, 28(x8)"
mul,"mul	w1, w1, w0","mulw	x11, x11, x10"
adrp,"adrp	x0, .LC3","lui	x10, %hi(.LC3)"
add,"add	x0, x0, :lo12:.LC3","add	x10, x10, %lo(.LC3)"
bl,bl	printf,call	printf
ldr,"ldr	w1, [x29, 24]","lw	x11, 24(x8)"
ldr,"ldr	w0, [x29, 28]","lw	x10, 28(x8)"
udiv,"udiv	w1, w1, w0","divuw	x11, x11, x10"
adrp,"adrp	x0, .LC4","lui	x10, %hi(.LC4)"
add,"add	x0, x0, :lo12:.LC4","add	x10, x10, %lo(.LC4)"
bl,bl	printf,call	printf
ldr,"ldr	w0, [x29, 24]","lw	x10, 24(x8)"
ldr,"ldr	w1, [x29, 28]","lw	x11, 28(x8)"
udiv,"udiv	w2, w0, w1","divuw	x12, x10, x11"
ldr,"ldr	w1, [x29, 28]","lw	x11, 28(x8)"
mul,"mul	w1, w2, w1","mulw	x11, x12, x11"
sub,"sub	w1, w0, w1","subw	x11, x10, x11"
